compound_names,smiles,isactive,,
"4-(3-ethoxy-4-hydroxyphenyl)-N-(4-ethoxyphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CCOc1ccc(NC(=O)C2=C(C)NC(=O)NC2c2ccc(O)c(OCC)c2)cc1,0.537700361,970,14.06%
"N-(2,4-dimethylphenyl)-4-(4-ethoxy-3-methoxyphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CCOc1ccc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc(C)cc2C)cc1OC,0.53733438,971,14.08%
"N-(2,3-dimethylphenyl)-4-(4-ethoxy-3-methoxyphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CCOc1ccc(C2NC(=O)NC(C)=C2C(=O)Nc2cccc(C)c2C)cc1OC,0.536947854,972,14.09%
2-amino-7-hydroxy-3-(2-methoxyphenyl)-4H-chromen-4-one,COc1ccccc1-c1c(N)oc2cc(O)ccc2c1=O,0.536861585,973,14.11%
"4-(2,3-dimethoxyphenyl)-N-(3,5-dimethylphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",COc1cccc(C2NC(=O)NC(C)=C2C(=O)Nc2cc(C)cc(C)c2)c1OC,0.536798185,974,14.12%
"2-[(2,5-Dimethoxyphenyl)methylene]-6-hydroxy-4-methylbenzo[b]furan-3-one",COc1ccc(OC)c(/C=C2\Oc3cc(O)cc(C)c3C2=O)c1,0.536521739,975,14.13%
"Prop-2-en-1-yl 4-(4-hydroxy-3-methoxyphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",C=CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(O)c(OC)c1,0.536338857,976,14.15%
"4-(4-ethoxy-3-methoxyphenyl)-6-methyl-2-oxo-N-(o-tolyl)-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CCOc1ccc(C2NC(=O)NC(C)=C2C(=O)Nc2ccccc2C)cc1OC,0.536288709,977,14.16%
"N-(5-benzoyl-4-phenyl-1,3-thiazol-2-yl)-3,4,5-trimethoxybenzamide",COc1cc(C(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3)s2)cc(OC)c1OC,0.535871368,978,14.18%
"4-(3-ethoxy-4-hydroxyphenyl)-N-(4-fluorophenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CCOc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc(F)cc2)ccc1O,0.535850366,979,14.19%
2-Methyl-5-nitrobenzimidazole,Cc1nc2cc([N+](=O)[O-])ccc2[nH]1,0.535836191,980,14.21%
"3-(2,3-Dihydro-1,4-benzodioxin-6-yl)-6-ethyl-7-methoxy-2-methylchromen-4-one",CCc1cc2c(=O)c(-c3ccc4c(c3)OCCO4)c(C)oc2cc1OC,0.535772913,981,14.22%
"3-(3,4-Dimethoxyphenyl)-8-[(dimethylamino)methyl]-7-hydroxychromen-4-one",COc1ccc(-c2coc3c(CN(C)C)c(O)ccc3c2=O)cc1OC,0.535620724,982,14.24%
"(E)-ethyl 5-(4-methoxyphenyl)-7-methyl-3-oxo-2-(thiophen-2-ylmethylene)-3,5-dihydro-2H-thiazolo[3,2-a]pyrimidine-6-carboxylate",CCOC(=O)C1=C(C)N=c2s/c(=C/c3cccs3)c(=O)n2C1c1ccc(OC)cc1,0.53509793,983,14.25%
"(2Z)-2-(2,5-dimethoxybenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one",COc1ccc(OC)c(/C=C2\Oc3cc(O)ccc3C2=O)c1,0.534742551,984,14.27%
"3,4-dimethyl-N-(1-(phenylsulfonyl)-1,2,3,4-tetrahydroquinolin-7-yl)benzenesulfonamide",Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)N(S(=O)(=O)c2ccccc2)CCC3)cc1C,0.534689181,985,14.28%
"N-(3,4-dimethylphenyl)-4-(4-ethoxy-3-methoxyphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CCOc1ccc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc(C)c(C)c2)cc1OC,0.534670421,986,14.29%
"Benzyl 4-(4-(benzyloxy)-3-ethoxyphenyl)-6-methyl-2-thioxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCOc1cc(C2NC(=S)NC(C)=C2C(=O)OCc2ccccc2)ccc1OCc1ccccc1,0.53463718,987,14.31%
"N-(2,3-dimethylphenyl)-6-methyl-2-oxo-4-(3,4,5-trimethoxyphenyl)-1,2,3,4-tetrahydropyrimidine-5-carboxamide",COc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2cccc(C)c2C)cc(OC)c1OC,0.53445776,988,14.32%
"1-ethyl-4-hydroxy-N-(3-methoxyphenyl)-2-oxo-1,2-dihydroquinoline-3-carboxamide",CCn1c(=O)c(C(=O)Nc2cccc(OC)c2)c(O)c2ccccc21,0.534371448,989,14.34%
"4-methyl-N-[1-(4-methylbenzenesulfonyl)-1,2,3,4-tetrahydroquinolin-6-yl]benzene-1-sulfonamide",Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCCN3S(=O)(=O)c2ccc(C)cc2)cc1,0.534200659,990,14.35%
3-(4-bromophenyl)-4-oxo-4H-chromen-7-yl acetate,CC(=O)Oc1ccc2c(=O)c(-c3ccc(Br)cc3)coc2c1,0.534134377,991,14.37%
"2-Methoxyethyl 1-benzyl-4-[4-(benzyloxy)phenyl]-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",COCCOC(=O)C1=C(C)N(Cc2ccccc2)C(=O)NC1c1ccc(OCc2ccccc2)cc1,0.534010085,992,14.38%
"N-(3,5-dimethylphenyl)-4-(3-ethoxy-4-hydroxyphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CCOc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2cc(C)cc(C)c2)ccc1O,0.533987851,993,14.40%
"(E)-methyl 2-(4-isopropylbenzylidene)-7-methyl-3-oxo-5-phenyl-3,5-dihydro-2H-thiazolo[3,2-a]pyrimidine-6-carboxylate",COC(=O)C1=C(C)N=c2s/c(=C/c3ccc(C(C)C)cc3)c(=O)n2C1c1ccccc1,0.533793151,994,14.41%
Isoquinolylphenylmethyl 4-methylbenzoate,Cc1ccc(C(=O)OC(c2ccccc2)c2nccc3ccccc23)cc1,0.533332028,995,14.42%
"N-(2,4-dimethoxyphenyl)-2-[(3Z)-3-(3-ethyl-4-oxo-2-thioxo-1,3-thiazolidin-5-ylidene)-2-oxo-2,3-dihydro-1H-indol-1-yl]acetamide",CCN1C(=O)/C(=C2/C(=O)N(CC(=O)Nc3ccc(OC)cc3OC)c3ccccc32)SC1=S,0.532936337,996,14.44%
"(E)-ethyl 2-(4-methoxybenzylidene)-7-methyl-3-oxo-5-(thiophen-2-yl)-3,5-dihydro-2H-thiazolo[3,2-a]pyrimidine-6-carboxylate",CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(OC)cc3)c(=O)n2C1c1cccs1,0.53288496,997,14.45%
"(2E)-3-(2,5-dimethoxyphenyl)-1-(4-methoxyphenyl)prop-2-en-1-one",COc1ccc(C(=O)/C=C/c2cc(OC)ccc2OC)cc1,0.532884687,998,14.47%
"9-cyclohexyl-3-[(3,4-dichlorophenyl)methyl]-1-methyl-7,8-dihydro-6H-purino[7,8-a]pyrimidine-2,4-dione",Cn1c(=O)n(Cc2ccc(Cl)c(Cl)c2)c(=O)c2c1nc1n2CCCN1C1CCCCC1,0.532332396,999,14.48%
"N-(4-fluorophenyl)-6-methyl-2-oxo-4-(3,4,5-trimethoxyphenyl)-1,2,3,4-tetrahydropyrimidine-5-carboxamide",COc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc(F)cc2)cc(OC)c1OC,0.532109854,1000,14.50%
"1-(3-Methoxyphenyl)-2-(1,3-thiazol-2-yl)-1,2-dihydrochromeno[2,3-c]pyrrole-3,9-dione",COc1cccc(C2c3c(oc4ccccc4c3=O)C(=O)N2c2nccs2)c1,0.532050071,1001,14.51%
"3-(4-Fluorobenzoyl)-1-[(3-fluorophenyl)methyl]-1,4-dihydroquinolin-4-one",O=C(c1ccc(F)cc1)c1cn(Cc2cccc(F)c2)c2ccccc2c1=O,0.531823312,1002,14.53%
"3-(3,4-dihydro-2H-1,5-benzodioxepin-7-yl)-6-ethyl-2-methyl-7-(2-methylprop-2-enoxy)chromen-4-one",C=C(C)COc1cc2oc(C)c(-c3ccc4c(c3)OCCCO4)c(=O)c2cc1CC,0.531640241,1003,14.54%
[3-(2-Methoxyphenyl)-4-oxochromen-7-yl] propanoate,CCC(=O)Oc1ccc2c(=O)c(-c3ccccc3OC)coc2c1,0.531561662,1004,14.55%
9-Methylcarbazole,Cn1c2ccccc2c2ccccc21,0.53155778,1005,14.57%
"N-(3,4-dimethylphenyl)-6-methyl-2-oxo-4-(3,4,5-trimethoxyphenyl)-1,2,3,4-tetrahydropyrimidine-5-carboxamide",COc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccc(C)c(C)c2)cc(OC)c1OC,0.531333026,1006,14.58%
"N-(4-methoxyphenyl)-6-methyl-2-oxo-4-(3,4,5-trimethoxyphenyl)-1,2,3,4-tetrahydropyrimidine-5-carboxamide",COc1ccc(NC(=O)C2=C(C)NC(=O)NC2c2cc(OC)c(OC)c(OC)c2)cc1,0.531248256,1007,14.60%
"3-methoxy-N-[4-(2-methoxyphenyl)-1,3-thiazol-2-yl]naphthalene-2-carboxamide",COc1cc2ccccc2cc1C(=O)Nc1nc(-c2ccccc2OC)cs1,0.53124512,1008,14.61%
"4-(3-ethoxy-4-hydroxyphenyl)-6-methyl-2-oxo-N-(o-tolyl)-1,2,3,4-tetrahydropyrimidine-5-carboxamide",CCOc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2ccccc2C)ccc1O,0.531189617,1009,14.63%
"4-benzoyl-N-[4-(4-methoxyphenyl)-1,3-thiazol-2-yl]benzamide",COc1ccc(-c2csc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)n2)cc1,0.530915133,1010,14.64%
"5-Amino-1-[5-(4-chlorophenyl)-6-methylthieno[2,3-d]pyrimidin-4-yl]pyrazole-4-carbonitrile",Cc1sc2ncnc(-n3ncc(C#N)c3N)c2c1-c1ccc(Cl)cc1,0.530888096,1011,14.66%
2-(2-fluorophenoxy)-N-(9-oxo-9H-xanthen-3-yl)acetamide,O=C(COc1ccccc1F)Nc1ccc2c(=O)c3ccccc3oc2c1,0.530688603,1012,14.67%
"N-benzyl-1-(3-chloro-4-methylphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",Cc1ccc(-n2ncc3c(NCc4ccccc4)ncnc32)cc1Cl,0.53044188,1013,14.69%
5-hydroxy-4-oxo-2-phenyl-4H-chromen-7-yl dimethylcarbamate,CN(C)C(=O)Oc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.530339954,1014,14.70%
"1-(4-chlorobenzyl)-3,7-dimethyl-8-((pyridin-3-ylmethyl)amino)-1H-purine-2,6(3H,7H)-dione",Cn1c(NCc2cccnc2)nc2c1c(=O)n(Cc1ccc(Cl)cc1)c(=O)n2C,0.530161203,1015,14.71%
"N-(1,3-benzodioxol-5-ylmethyl)-6-(4-methoxyphenyl)-3-methylimidazo[2,1-b][1,3]thiazole-2-carboxamide",COc1ccc(-c2cn3c(C)c(C(=O)NCc4ccc5c(c4)OCO5)sc3n2)cc1,0.530033585,1016,14.73%
"3-Amino-6-(4-chlorophenyl)-4-(4-methoxyphenyl)thieno[2,3-b]pyridine-2-carboxamide",COc1ccc(-c2cc(-c3ccc(Cl)cc3)nc3sc(C(N)=O)c(N)c23)cc1,0.530005539,1017,14.74%
"4-benzoyl-N-[4-(2-methoxyphenyl)-1,3-thiazol-2-yl]benzamide",COc1ccccc1-c1csc(NC(=O)c2ccc(C(=O)c3ccccc3)cc2)n1,0.529929261,1018,14.76%
"(2E)-3-(6-bromo-4H-1,3-benzodioxin-8-yl)-1-(4-methoxyphenyl)prop-2-en-1-one",COc1ccc(C(=O)/C=C/c2cc(Br)cc3c2OCOC3)cc1,0.529800783,1019,14.77%
"N-benzyl-1-(5-chloro-2-methylphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",Cc1ccc(Cl)cc1-n1ncc2c(NCc3ccccc3)ncnc21,0.52964817,1020,14.79%
"N-(3,5-dimethylphenyl)-6-methyl-2-oxo-4-(3,4,5-trimethoxyphenyl)-1,2,3,4-tetrahydropyrimidine-5-carboxamide",COc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2cc(C)cc(C)c2)cc(OC)c1OC,0.529579818,1021,14.80%
"4-[bis(2-methoxyethyl)sulfamoyl]-N-[4-(2,5-dimethylphenyl)-1,3-thiazol-2-yl]benzamide",COCCN(CCOC)S(=O)(=O)c1ccc(C(=O)Nc2nc(-c3cc(C)ccc3C)cs2)cc1,0.529557381,1022,14.82%
"N-[4-(2-methoxyphenyl)-1,3-thiazol-2-yl]-3-phenoxybenzamide",COc1ccccc1-c1csc(NC(=O)c2cccc(Oc3ccccc3)c2)n1,0.529200048,1023,14.83%
(2Z)-6-hydroxy-2-(4-methoxybenzylidene)-7-methyl-1-benzofuran-3(2H)-one,COc1ccc(/C=C2\Oc3c(ccc(O)c3C)C2=O)cc1,0.529185758,1024,14.84%
"(E)-ethyl 2-(2-hydroxybenzylidene)-7-methyl-3-oxo-5-phenyl-3,5-dihydro-2H-thiazolo[3,2-a]pyrimidine-6-carboxylate",CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccccc3O)c(=O)n2C1c1ccccc1,0.529159446,1025,14.86%
1-Carbazol-9-yl-3-phenethylamino-propan-2-ol,OC(CNCCc1ccccc1)Cn1c2ccccc2c2ccccc21,0.529118653,1026,14.87%
"N-(4-(4-cyanophenyl)thiazol-2-yl)-[1,1'-biphenyl]-4-carboxamide",N#Cc1ccc(-c2csc(NC(=O)c3ccc(-c4ccccc4)cc3)n2)cc1,0.529092322,1027,14.89%
1-Carbazol-9-yl-3-cyclohexylamino-propan-2-ol,OC(CNC1CCCCC1)Cn1c2ccccc2c2ccccc21,0.528708085,1028,14.90%
"N4-Benzyl-N2-(2-methylphenyl)quinazoline-2,4-diamine hydrochloride",Cc1ccccc1Nc1nc(NCc2ccccc2)c2ccccc2n1.Cl,0.528544751,1029,14.92%
"3-amino-N-(4-methoxyphenyl)-6-phenyl-4-(trifluoromethyl)thieno[2,3-b]pyridine-2-carboxamide",COc1ccc(NC(=O)c2sc3nc(-c4ccccc4)cc(C(F)(F)F)c3c2N)cc1,0.528163796,1030,14.93%
3-(2-Ethoxyphenoxy)-7-[2-(4-methoxyphenyl)-2-oxoethoxy]-2-methylchromen-4-one,CCOc1ccccc1Oc1c(C)oc2cc(OCC(=O)c3ccc(OC)cc3)ccc2c1=O,0.528090368,1031,14.95%
2-[(3-Hydroxyphenyl)methylene]-6-methoxybenzo[b]furan-3-one,COc1ccc2c(c1)O/C(=C\c1cccc(O)c1)C2=O,0.527562818,1032,14.96%
"3-methoxy-N-[4-(4-propoxyphenyl)-1,3-thiazol-2-yl]naphthalene-2-carboxamide",CCCOc1ccc(-c2csc(NC(=O)c3cc4ccccc4cc3OC)n2)cc1,0.527327206,1033,14.98%
"N-(2,3-dihydro-1,4-benzodioxin-6-yl)-6-(4-methoxyphenyl)-3-methylimidazo[2,1-b][1,3]thiazole-2-carboxamide",COc1ccc(-c2cn3c(C)c(C(=O)Nc4ccc5c(c4)OCCO5)sc3n2)cc1,0.527100749,1034,14.99%
methyl 4-{[(2-methyl-4-oxo-3-phenoxy-4H-chromen-7-yl)oxy]methyl}benzoate,COC(=O)c1ccc(COc2ccc3c(=O)c(Oc4ccccc4)c(C)oc3c2)cc1,0.526983701,1035,15.00%
"2,5-dimethyl-3-phenyl-N-(1-phenylethyl)pyrazolo[1,5-a]pyrimidin-7-amine",Cc1cc(NC(C)c2ccccc2)n2nc(C)c(-c3ccccc3)c2n1,0.526243216,1036,15.02%
"methyl 4-((2-(3,4-dihydroquinolin-1(2H)-yl)ethyl)amino)-2-oxo-1,2-dihydroquinoline-3-carboxylate",COC(=O)c1c(NCCN2CCCc3ccccc32)c2ccccc2[nH]c1=O,0.526224335,1037,15.03%
"3-Methyl-7-[2-methyl-3-[3-methyl-2,6-dioxo-8-(4-phenylpiperazin-1-yl)purin-7-yl]propyl]-8-(4-phenylpiperazin-1-yl)purine-2,6-dione",CC(Cn1c(N2CCN(c3ccccc3)CC2)nc2c1c(=O)[nH]c(=O)n2C)Cn1c(N2CCN(c3ccccc3)CC2)nc2c1c(=O)[nH]c(=O)n2C,0.526221392,1038,15.05%
(E)-1-(4-fluorophenyl)-3-(1-phenyl-3-pyridin-3-ylpyrazol-4-yl)prop-2-en-1-one,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1cccnc1)c1ccc(F)cc1,0.525780297,1039,15.06%
"7-Chloro-1-(3-fluorophenyl)-2-(furan-2-ylmethyl)-1,2-dihydrochromeno[2,3-c]pyrrole-3,9-dione",O=C1c2oc3ccc(Cl)cc3c(=O)c2C(c2cccc(F)c2)N1Cc1ccco1,0.525767393,1040,15.08%
"N-(4-fluoro-1,3-benzothiazol-2-yl)-3-methoxynaphthalene-2-carboxamide",COc1cc2ccccc2cc1C(=O)Nc1nc2c(F)cccc2s1,0.525385189,1041,15.09%
"9-Cyclohexyl-3-[(2,4-dichlorophenyl)methyl]-1-methyl-7,8-dihydro-6H-purino[7,8-a]pyrimidine-2,4-dione",Cn1c(=O)n(Cc2ccc(Cl)cc2Cl)c(=O)c2c1nc1n2CCCN1C1CCCCC1,0.524783443,1042,15.11%
"8-(benzyl(2-hydroxyethyl)amino)-7-(2-chlorobenzyl)-3-methyl-1H-purine-2,6(3H,7H)-dione",Cn1c(=O)[nH]c(=O)c2c1nc(N(CCO)Cc1ccccc1)n2Cc1ccccc1Cl,0.524664035,1043,15.12%
"3-[(5Z)-5-(3-chlorobenzylidene)-4-oxo-2-thioxo-1,3-thiazolidin-3-yl]-N-(1-hydroxy-3-phenylpropan-2-yl)propanamide",O=C(CCN1C(=O)/C(=C/c2cccc(Cl)c2)SC1=S)NC(CO)Cc1ccccc1,0.52464257,1044,15.13%
(Z)-N-benzyl-2-(3-(3-(3-methoxypropyl)-4-oxo-2-thioxothiazolidin-5-ylidene)-2-oxoindolin-1-yl)acetamide,COCCCN1C(=O)/C(=C2/C(=O)N(CC(=O)NCc3ccccc3)c3ccccc32)SC1=S,0.523902333,1045,15.15%
"2-[(3Z)-3-(3-Sec-butyl-4-oxo-2-thioxo-1,3-thiazolidin-5-ylidene)-2-oxo-2,3-dihydro-1H-indol-1-YL]-N-(2-chlorophenyl)acetamide",CCC(C)N1C(=O)/C(=C2/C(=O)N(CC(=O)Nc3ccccc3Cl)c3ccccc32)SC1=S,0.523847739,1046,15.16%
3-(4-Bromophenyl)-7-ethoxychromen-4-one,CCOc1ccc2c(=O)c(-c3ccc(Br)cc3)coc2c1,0.523840945,1047,15.18%
"N-(2,5-dimethoxyphenyl)-4-(2-methoxyphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",COc1ccc(OC)c(NC(=O)C2=C(C)NC(=O)NC2c2ccccc2OC)c1,0.523738588,1048,15.19%
"(2Z)-2-(3,4-dimethoxybenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one",COc1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1OC,0.523434829,1049,15.21%
"3,3'-((4-isopropylphenyl)methylene)bis(4-hydroxy-6-methyl-2H-pyran-2-one)",Cc1cc(O)c(C(c2ccc(C(C)C)cc2)c2c(O)cc(C)oc2=O)c(=O)o1,0.523336091,1050,15.22%
"Methyl 4-((1,3-dimethyl-2,2-dioxido-1,3-dihydrobenzo[c][1,2,5]thiadiazol-5-yl)carbamoyl)benzoate",COC(=O)c1ccc(C(=O)Nc2ccc3c(c2)N(C)S(=O)(=O)N3C)cc1,0.523051923,1051,15.24%
"N-(3-chlorobenzyl)-1-(3-methylphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",Cc1cccc(-n2ncc3c(NCc4cccc(Cl)c4)ncnc32)c1,0.522765878,1052,15.25%
3-(3-methoxyphenoxy)-2-methyl-7-((2-methylallyl)oxy)-4H-chromen-4-one,C=C(C)COc1ccc2c(=O)c(Oc3cccc(OC)c3)c(C)oc2c1,0.522694645,1053,15.27%
methyl 1-tosyl-1H-indole-3-carboxylate,COC(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12,0.522429963,1054,15.28%
N-(2-(4-methylpiperazin-1-yl)-2-(p-tolyl)ethyl)-3-nitrobenzamide,Cc1ccc(C(CNC(=O)c2cccc([N+](=O)[O-])c2)N2CCN(C)CC2)cc1,0.522134063,1055,15.29%
3-(2-Methoxyphenyl)-7-(2-methylprop-2-enoxy)chromen-4-one,C=C(C)COc1ccc2c(=O)c(-c3ccccc3OC)coc2c1,0.521934272,1056,15.31%
(Z)-2-(4-hydroxy-3-methoxybenzylidene)-6-methoxybenzofuran-3(2H)-one,COc1ccc2c(c1)O/C(=C\c1ccc(O)c(OC)c1)C2=O,0.52174686,1057,15.32%
"N-[4-(4-methoxyphenyl)-1,3-thiazol-2-yl]naphthalene-1-carboxamide",COc1ccc(-c2csc(NC(=O)c3cccc4ccccc34)n2)cc1,0.521669295,1058,15.34%
"N-(2,4-dimethoxyphenyl)-2-[(3Z)-3-(3-methyl-4-oxo-2-thioxo-1,3-thiazolidin-5-ylidene)-2-oxo-2,3-dihydro-1H-indol-1-yl]acetamide",COc1ccc(NC(=O)CN2C(=O)/C(=C3\SC(=S)N(C)C3=O)c3ccccc32)c(OC)c1,0.521316911,1059,15.35%
4-methoxy-N-[3-(4-methylanilino)-4-oxonaphthalen-1-ylidene]benzenesulfonamide,COc1ccc(S(=O)(=O)/N=C2/C=C(Nc3ccc(C)cc3)C(=O)c3ccccc32)cc1,0.5212458,1060,15.37%
"(Z)-2-((2-(2,6-dichlorobenzylidene)-3-oxo-2,3-dihydrobenzofuran-6-yl)oxy)acetonitrile",N#CCOc1ccc2c(c1)O/C(=C\c1c(Cl)cccc1Cl)C2=O,0.521178248,1061,15.38%
"(E)-ethyl 2-benzylidene-7-methyl-3-oxo-5-(thiophen-2-yl)-3,5-dihydro-2H-thiazolo[3,2-a]pyrimidine-6-carboxylate",CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccccc3)c(=O)n2C1c1cccs1,0.52109988,1062,15.40%
(E)-4-(3-(furan-2-yl)acryloyl)-3-hydroxy-5-(3-methoxyphenyl)-1-(pyridin-3-ylmethyl)-1H-pyrrol-2(5H)-one,COc1cccc(C2C(C(=O)/C=C/c3ccco3)=C(O)C(=O)N2Cc2cccnc2)c1,0.520752768,1063,15.41%
"methyl (2E)-2-[[4-(diethylamino)phenyl]methylidene]-7-methyl-3-oxo-5-phenyl-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",CCN(CC)c1ccc(/C=c2/sc3n(c2=O)C(c2ccccc2)C(C(=O)OC)=C(C)N=3)cc1,0.52069786,1064,15.42%
"1-Benzyl-3-(4-fluorobenzoyl)-6-methyl-1,4-dihydroquinolin-4-one",Cc1ccc2c(c1)c(=O)c(C(=O)c1ccc(F)cc1)cn2Cc1ccccc1,0.520602832,1065,15.44%
"4-(3,4-dimethoxyphenyl)-N-(4-ethoxyphenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxamide",CCOc1ccc(NC(=O)C2=C(C)NC(=O)NC2c2ccc(OC)c(OC)c2)cc1,0.520399437,1066,15.45%
(Z)-5-((3-(3-fluoro-4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl)methylene)-3-((tetrahydrofuran-2-yl)methyl)-2-thioxothiazolidin-4-one,Cc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(CC3CCCO3)C2=O)cc1F,0.519516634,1067,15.47%
5-(benzyloxy)-4-oxo-2-phenyl-4H-chromen-7-yl dimethylcarbamate,CN(C)C(=O)Oc1cc(OCc2ccccc2)c2c(=O)cc(-c3ccccc3)oc2c1,0.519497494,1068,15.48%
"N-(3,5-dimethoxyphenyl)-6-(4-methoxyphenyl)-3-methylimidazo[2,1-b]thiazole-2-carboxamide",COc1ccc(-c2cn3c(C)c(C(=O)Nc4cc(OC)cc(OC)c4)sc3n2)cc1,0.519471491,1069,15.50%
"(2Z)-2-[(2,5-dimethoxyphenyl)methylidene]-4-hydroxy-6-methyl-2,3-dihydro-1-benzofuran-3-one",COc1ccc(OC)c(/C=C2\Oc3cc(C)cc(O)c3C2=O)c1,0.519448361,1070,15.51%
(Z)-2-(2-methoxybenzylidene)-6-(2-(4-methoxyphenyl)-2-oxoethoxy)benzofuran-3(2H)-one,COc1ccc(C(=O)COc2ccc3c(c2)O/C(=C\c2ccccc2OC)C3=O)cc1,0.519285375,1071,15.53%
5-methoxy-4-oxo-2-phenyl-4H-chromen-7-yl dimethylcarbamate,COc1cc(OC(=O)N(C)C)cc2oc(-c3ccccc3)cc(=O)c12,0.519065052,1072,15.54%
"(2Z)-4-hydroxy-2-[(2-methoxyphenyl)methylidene]-6-methyl-2,3-dihydro-1-benzofuran-3-one",COc1ccccc1/C=C1\Oc2cc(C)cc(O)c2C1=O,0.518942875,1073,15.56%
"Methyl 4-[4-(difluoromethoxy)-3-methoxyphenyl]-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",COC(=O)C1=C(C)NC(=O)NC1c1ccc(OC(F)F)c(OC)c1,0.518824718,1074,15.57%
4-methoxy-N-[3-(3-methylanilino)-4-oxonaphthalen-1-ylidene]benzenesulfonamide,COc1ccc(S(=O)(=O)/N=C2/C=C(Nc3cccc(C)c3)C(=O)c3ccccc32)cc1,0.51860499,1075,15.58%
"7-benzyl-8-((4-methoxybenzyl)amino)-3-methyl-1H-purine-2,6(3H,7H)-dione",COc1ccc(CNc2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2)cc1,0.518514008,1076,15.60%
"2,15-Dimethyl-14-(6-methylheptan-2-yl)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol",CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0.518295781,1077,15.61%
6-Hydroxy-2-[(3-methoxyphenyl)methylene]-4-methylbenzo[b]furan-3-one,COc1cccc(/C=C2\Oc3cc(O)cc(C)c3C2=O)c1,0.518283333,1078,15.63%
"N-[4-(4-methoxyphenyl)-1,3-thiazol-2-yl]-3-phenoxybenzamide",COc1ccc(-c2csc(NC(=O)c3cccc(Oc4ccccc4)c3)n2)cc1,0.518189577,1079,15.64%
"N-benzyl-1-(3,5-dimethylphenyl)-N-ethyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",CCN(Cc1ccccc1)c1ncnc2c1cnn2-c1cc(C)cc(C)c1,0.518111222,1080,15.66%
(2Z)-6-hydroxy-2-(3-methoxybenzylidene)-1-benzofuran-3(2H)-one,COc1cccc(/C=C2\Oc3cc(O)ccc3C2=O)c1,0.518054242,1081,15.67%
"2-methoxy-N-[4-(4-phenoxyphenyl)-1,3-thiazol-2-yl]benzamide",COc1ccccc1C(=O)Nc1nc(-c2ccc(Oc3ccccc3)cc2)cs1,0.517954751,1082,15.69%
